feature,ks_stat,p_value
X2.ethyl.1.hexanol,0.73,1.4247853880211407e-69
beta.phellandrene,0.59,1.4271793480745871e-43
limonene,0.85,5.485963671329411e-100
eucalyptol,0.555,2.86041310015717e-38
benzyl.alcohol,0.745,6.859902108638216e-73
ethyl.hex..2E..enoate,0.77,1.0807167694948064e-78
phenylacetaldehyde,,
X.E..beta.ocimene,0.595,2.299380579097812e-44
prenyl.isobutyrate,0.3275,4.2692017312252843e-13
ethyl.furoate,0.695,2.848643980818446e-62
ortho.cresol,0.3025,3.311707318175834e-11
ethyl.5.methylhexanoate,0.345,1.6256089732179386e-14
X2.acetylpyrrole,0.3475,1.0038973940978993e-14
isoamyl.lactate,0.5675,4.091643386192516e-40
n.octanol,0.5025,4.334086283842866e-31
cis.linalool.oxide,0.525,4.667935951317562e-34
meta.cymenene,0.79,1.3362502769872629e-83
terpinolene,0.525,4.667935951317562e-34
linalool,0.7325,4.064611288094179e-70
nonan.2.ol,0.54,3.981156939946004e-36
n.nonanal,0.605,5.603386130004486e-46
X2.methyl.benzofuran,0.6,3.6276992678929345e-45
heptyl.acetate,0.74,9.022364037177608e-72
X4.methyl.1.pentanol,0.2675,7.907546340659783e-09
neo.allo.ocimene,0.755,3.6104549893923376e-75
x.methyl.1.octanol,0.695,2.848643980818446e-62
trans.dihydro.beta.terpineol,0.67,2.089889016000124e-57
cis.beta.terpineol,0.65,1.0416327773836718e-53
y.methyl.1.octanol,0.605,5.603386130004486e-46
camphor,0.7275,4.95762630682522e-69
isobutyl.hexanoate,0.2975,7.563952332669824e-11
nerol.oxide,0.4375,2.1725787602820942e-23
X.E..2.nonenal,0.905,7.048497888910509e-118
cis.dihydro.beta.terpineol,0.815,4.209061590359817e-90
X4.ethyl.phenol,0.42,1.5774841670052679e-21
isoborneol,0.465,1.7119792239056996e-26
ethyl.benzoate,0.4325,7.544315785501382e-23
n.nonanol,0.4525,4.695052729300754e-25
terpinen.4.ol,0.3625,5.139629942141412e-16
diethyl.succinate,0.5975,9.157260623066063e-45
vinyl.caprylate,0.4675,8.715851441599907e-27
X1.alpha.terpineol,0.535,1.9856421117503146e-35
ethyl..E..linalool,0.4375,2.1725787602820942e-23
ethyl.nicotinate,,
citronellol,0.645,8.244665821408877e-53
nerol,0.3925,8.871297583414431e-19
hydroxy.methyl.furfural,0.455,2.4417442999961203e-25
E.ocimenone,0.3275,4.2692017312252843e-13
cumin.aldehyde,0.3375,6.747181088266523e-14
ethyl.phenylacetate,0.235,6.793365147692429e-07
isopentyl.hexanoate,0.685,2.71830686922548e-60
geraniol,0.575,3.0148588943828963e-41
beta.cyclohomocitral,0.5175,4.745692814799091e-33
E.cinnamaldehyde,0.745,6.859902108638216e-73
n.decanol,0.42,1.5774841670052679e-21
neryl.formate,0.6675,6.188263587147177e-57
X4.ethyl.guaiacol,0.51,4.6290512300500326e-32
X2.undecanone,0.745,6.859902108638216e-73
trans.dihydro.alpha.terpinyl.acetate,0.48,2.794130891168041e-28
terpinen.4.ol.acetate,0.625,2.569453332465178e-49
X2.undecanol,0.6025,1.4295413865880934e-45
delta.terpinyl.acetate,0.3775,2.2906981014017542e-17
X.E.E..2.4.decadienal,0.75,5.056074181403401e-74
methyl.geranate,0.42,1.5774841670052679e-21
car.3.en.2.one,0.42,1.5774841670052679e-21
dimethoxy..E..citral,0.74,9.022364037177608e-72
X2.butyloctanoate,0.6275,9.588477584078043e-50
X4.methoxysalicylaldehyde,0.54,3.981156939946004e-36
ethyl.hydrocinnamate,0.3825,7.872793294159981e-18
eugenol,0.915,1.5554190229782994e-121
gamma.nonalactone,0.975,5.8473863259336804e-148
methyl.para.anisate,0.565,9.662680163712028e-40
X.E..beta.damascenone,0.8575,3.063229203145587e-102
ethyl..9..decenoate,0.385,4.588358907046464e-18
vanillin,0.4775,5.608264847321814e-28
geosmin,0.575,3.0148588943828963e-41
dodecanal,0.615,1.2534757390998926e-47
X4.8.alpha.epoxy.caryophyllane,0.725,1.7124516048369574e-68
E.caryophyllene,0.95,9.48488272769556e-136
X.E..alpha.ionone,0.4025,9.383029053607102e-20
perillyl.acetate,0.3025,3.311707318175834e-11
beta.humulene,0.7,2.802907618875752e-63
X2.phenyl.ethyl.butyrate,0.38,1.3455433457331859e-17
X.Z..beta.farnesene,0.4575,1.2645074638258938e-25
pentyl.octanoate,0.5625,2.270603854108765e-39
X.E..beta.farnesene,0.68,2.5541441681987547e-59
X2.methylbutyl.octanoate,0.495,3.8967715307051046e-30
alpha.humulene,0.875,1.0424399514846958e-107
neryl.propanoate,0.3475,1.0038973940978993e-14
X9.epi..E..caryophyllene,0.49,1.6477446235204806e-29
ethyl..E..cinnamate,0.3975,2.908168594274451e-19
linalool.isovalerate,0.7375,3.23468570764921e-71
alpha.terpinyl.isobutanoate,0.465,1.7119792239056996e-26
n.dodecanol,0.44,1.1586535699306233e-23
germacrene.D,0.51,4.6290512300500326e-32
X.E..beta.ionone,0.5225,1.0159216354079957e-33
valencene,0.67,2.089889016000124e-57
neryl.isobutanoate,0.645,8.244665821408877e-53
E.methyl.isoeugenol,0.615,1.2534757390998926e-47
X.Z..dihydro.apofarnesal,0.755,3.6104549893923376e-75
butylated.hydroxytoluene,0.64,6.375300242092356e-52
X.E..dihydro.apofarnesal,0.6,3.6276992678929345e-45
Z.nerolidol,0.8775,1.6258929530201897e-108
X.E..ortho.methoxy.cinnamaldehyde,0.725,1.7124516048369574e-68
alpha.calacorene,0.2925,1.7024836769028884e-10
E.nerolidol,0.4275,2.5769036523328697e-22
dihydroisocaryophyllene.epoxide,0.43,1.3971797968015688e-22
caryophyllene.alcohol,0.3575,1.405515040248195e-15
neryl.isovalerate,0.5425,1.7699675404395438e-36
spathulenol,0.69,2.8193424169970363e-61
caryophyllene.oxide,0.72,1.999265602903121e-67
humulene.epoxide.II,0.5925,5.743520943967481e-44
alloaromadendrene.epoxide,0.625,2.569453332465178e-49
X1.10.di.epi.cubenol,0.4975,1.882405282687646e-30
isopropyl.laurate,0.28,1.214004316129806e-09
caryophylla.4.12..8.13..dien.5.alpha.ol,0.7275,4.95762630682522e-69
gamma.eudesmol,0.505,2.0656665919314487e-31
alpha.muurolol,0.8175,8.909825672526691e-91
X1.2.dihydro.8.hydroxy..2E..linalool,0.705,2.684683759215793e-64
tau.cadinol,0.485,6.845210352961305e-29
selin.11.en.4.alpha.ol,0.51,4.6290512300500326e-32
alpha.eudesmol,0.655,1.285303835568177e-54
X14.hydroxy.9.epi..E..caryophyllene,0.65,1.0416327773836718e-53
tau.muurolol,0.7775,1.6679491731619633e-80
n.tetradecanol,0.6825,8.359165327613707e-60
foeniculin,0.595,2.299380579097812e-44
cadalene,0.355,2.310935718924183e-15
X2.3.dihydro.farnesol,0.5375,8.91220413231971e-36
X2E.6Z.farnesal,0.665,1.8211238507563508e-56
caryophyllene.acetate,0.555,2.86041310015717e-38
X14.hydroxy.alpha.humulene,0.67,2.089889016000124e-57
X2Z.6E.farnesal,0.605,5.603386130004486e-46
X2Z.6Z.farnesol,0.63,3.558145161282821e-50
X2Z.6E.farnesol,0.705,2.684683759215793e-64
ambroxide,0.7125,7.560119521506361e-66
benzyl.benzoate,0.605,5.603386130004486e-46
X2E.6E.methyl.farnesoate,0.67,2.089889016000124e-57
ethyl.tetradecanoate,0.605,5.603386130004486e-46
X2.ethylhexylsalicylate,0.685,2.71830686922548e-60
isopropyl.tetradecanoate,0.655,1.285303835568177e-54
ethyl.pentadecanoate,0.68,2.5541441681987547e-59
methyl.hexadecanoate,0.6575,4.4747531490913926e-55
Z.Z.geranyl.linalool,0.6075,2.184646526704977e-46
ethyl.hexadecanoate,0.785,2.3780196812152047e-82
manool.oxide,0.5175,4.745692814799091e-33
X13.epi.manool.oxide,0.685,2.71830686922548e-60
isopropyl.hexadecanoate,0.55,1.5112657010182154e-37
manool,0.525,4.667935951317562e-34
ethyl.octadecanoate,0.6,3.6276992678929345e-45
ethyl.pentanoate,0.5675,4.091643386192516e-40
X2.ethyl.3.methylpyrazine,0.685,2.71830686922548e-60
esters_sum,0.4625,3.348313960584187e-26
aroma_hops_sum,,
acids_sum,0.5725,7.227566310950645e-41
sulfur_sum,0.5075,9.800781310234099e-32
