feature,ks_stat,p_value
methylpyrazine,,
furfural,,
ethyl.lactate,0.3975,2.908168594274451e-19
X3Z.hexenol,0.5625,2.270603854108765e-39
n.hexanol,0.3175,2.5442800223801305e-12
styrene,0.44,1.1586535699306233e-23
X2.furanmethanol,0.275,2.5968656979457667e-09
X3.methyl.2.hexanol,0.1225,0.03547991844816951
X3.furanmethanol,0.1875,0.00015626795445660205
X2.acetylfuran,0.285,5.593719176379822e-10
X2.6.dimethyl.pyrazine,0.2775,1.7787704842767737e-09
amyl.acetate,,
ethyl.tiglate,0.27,5.47530122256195e-09
benzaldehyde,0.515,1.0186351259442479e-32
X5.methylfurfural,0.5725,7.227566310950645e-41
n.heptanol,0.1475,0.005784485766244314
X1.octen.3.ol,0.2675,7.907546340659783e-09
X3.methylthio.propanol,0.495,3.8967715307051046e-30
isomaltol,0.375,3.8845725475963675e-17
X6.methyl.5.hepten.2.one,0.5375,8.91220413231971e-36
X2.pentyl.furan,0.32,1.6375240283189414e-12
ethyl.hex..3E..enoate,0.2075,1.8452859828819583e-05
alpha.phellandrene,0.28,1.214004316129806e-09
dehydroxy.cis.linalool.oxide,0.3175,2.5442800223801305e-12
hexyl.acetate,0.45,8.989752509646755e-25
isopentyl.butanoate,0.25,9.373679355591923e-08
X2.ethyl.1.hexanol,0.31,9.333163655042091e-12
beta.phellandrene,0.2475,1.3155963975113665e-07
limonene,0.52,2.2008103362585922e-33
eucalyptol,0.395,5.08937988499931e-19
benzyl.alcohol,0.3975,2.908168594274451e-19
ethyl.hex..2E..enoate,0.375,3.8845725475963675e-17
phenylacetaldehyde,,
X.E..beta.ocimene,0.4475,1.7140653236337424e-24
prenyl.isobutyrate,0.2375,4.926809132735795e-07
ethyl.furoate,0.25,9.373679355591923e-08
ortho.cresol,0.285,5.593719176379822e-10
ethyl.5.methylhexanoate,0.3925,8.871297583414431e-19
X2.acetylpyrrole,0.395,5.08937988499931e-19
isoamyl.lactate,0.3475,1.0038973940978993e-14
n.octanol,0.275,2.5968656979457667e-09
cis.linalool.oxide,0.35,6.176057267364492e-15
meta.cymenene,0.4475,1.7140653236337424e-24
terpinolene,0.0975,0.15513592446070518
linalool,0.535,1.9856421117503146e-35
nonan.2.ol,0.14,0.010328876010191355
n.nonanal,0.2975,7.563952332669824e-11
X2.methyl.benzofuran,0.255,4.708125094512707e-08
heptyl.acetate,0.4,1.6551869944948066e-19
X4.methyl.1.pentanol,0.2875,3.7763805960602245e-10
neo.allo.ocimene,0.555,2.86041310015717e-38
x.methyl.1.octanol,0.315,3.9384822870007065e-12
trans.dihydro.beta.terpineol,0.4225,8.658641148527635e-22
cis.beta.terpineol,0.65,1.0416327773836718e-53
y.methyl.1.octanol,0.3925,8.871297583414431e-19
camphor,0.325,6.707822936321859e-13
isobutyl.hexanoate,0.4,1.6551869944948066e-19
nerol.oxide,0.32,1.6375240283189414e-12
X.E..2.nonenal,0.5675,4.091643386192516e-40
cis.dihydro.beta.terpineol,0.5075,9.800781310234099e-32
X4.ethyl.phenol,0.215,7.820358278708043e-06
isoborneol,0.095,0.17647045720826873
ethyl.benzoate,0.185,0.00020094686161401939
n.nonanol,0.3425,2.62237603073173e-14
terpinen.4.ol,0.29,2.5402164120077263e-10
diethyl.succinate,0.305,2.179268493798199e-11
vinyl.caprylate,0.315,3.9384822870007065e-12
X1.alpha.terpineol,0.37,1.104142253234075e-16
ethyl..E..linalool,0.17,0.0008451620190338401
ethyl.nicotinate,,
citronellol,0.41,1.6687787389791512e-20
nerol,0.355,2.310935718924183e-15
hydroxy.methyl.furfural,0.1,0.13591413534720856
E.ocimenone,0.29,2.5402164120077263e-10
cumin.aldehyde,0.3925,8.871297583414431e-19
ethyl.phenylacetate,0.4325,7.544315785501382e-23
isopentyl.hexanoate,0.3575,1.405515040248195e-15
geraniol,0.28,1.214004316129806e-09
beta.cyclohomocitral,0.3325,1.7100063804653984e-13
E.cinnamaldehyde,0.41,1.6687787389791512e-20
n.decanol,0.4875,3.365860681861523e-29
neryl.formate,0.22,4.3359415940486165e-06
X4.ethyl.guaiacol,0.1875,0.00015626795445660205
X2.undecanone,0.33,2.7069886059800647e-13
trans.dihydro.alpha.terpinyl.acetate,0.15,0.004735656533395855
terpinen.4.ol.acetate,0.2425,2.5640206061354e-07
X2.undecanol,0.38,1.3455433457331859e-17
delta.terpinyl.acetate,0.355,2.310935718924183e-15
X.E.E..2.4.decadienal,0.525,4.667935951317562e-34
methyl.geranate,0.2925,1.7024836769028884e-10
car.3.en.2.one,0.2425,2.5640206061354e-07
dimethoxy..E..citral,0.47,4.418291595499353e-27
X2.butyloctanoate,0.3325,1.7100063804653984e-13
X4.methoxysalicylaldehyde,0.41,1.6687787389791512e-20
ethyl.hydrocinnamate,0.3875,2.6636631601762704e-18
eugenol,0.495,3.8967715307051046e-30
gamma.nonalactone,0.6175,4.782279594292492e-48
methyl.para.anisate,0.4325,7.544315785501382e-23
X.E..beta.damascenone,0.55,1.5112657010182154e-37
ethyl..9..decenoate,0.34,4.214337327417989e-14
vanillin,0.305,2.179268493798199e-11
geosmin,0.575,3.0148588943828963e-41
dodecanal,0.39,1.5402477576918038e-18
X4.8.alpha.epoxy.caryophyllane,0.3375,6.747181088266523e-14
E.caryophyllene,0.655,1.285303835568177e-54
X.E..alpha.ionone,0.355,2.310935718924183e-15
perillyl.acetate,0.2225,3.2116698514542253e-06
beta.humulene,0.39,1.5402477576918038e-18
X2.phenyl.ethyl.butyrate,0.2125,1.0447705977863681e-05
X.Z..beta.farnesene,0.41,1.6687787389791512e-20
pentyl.octanoate,0.3875,2.6636631601762704e-18
X.E..beta.farnesene,0.4275,2.5769036523328697e-22
X2.methylbutyl.octanoate,0.37,1.104142253234075e-16
alpha.humulene,0.495,3.8967715307051046e-30
neryl.propanoate,0.4475,1.7140653236337424e-24
X9.epi..E..caryophyllene,0.35,6.176057267364492e-15
ethyl..E..cinnamate,0.365,3.0901061794394883e-16
linalool.isovalerate,0.3475,1.0038973940978993e-14
alpha.terpinyl.isobutanoate,0.325,6.707822936321859e-13
n.dodecanol,0.435,4.0569152225584435e-23
germacrene.D,0.26,2.3312500046609637e-08
X.E..beta.ionone,0.2075,1.8452859828819583e-05
valencene,0.36,8.515654129464636e-16
neryl.isobutanoate,0.3625,5.139629942141412e-16
E.methyl.isoeugenol,0.2725,3.777560160336705e-09
X.Z..dihydro.apofarnesal,0.3875,2.6636631601762704e-18
butylated.hydroxytoluene,0.2525,6.65506930385444e-08
X.E..dihydro.apofarnesal,0.2525,6.65506930385444e-08
Z.nerolidol,0.545,7.831498013049587e-37
X.E..ortho.methoxy.cinnamaldehyde,0.405,5.297893899383846e-20
alpha.calacorene,0.41,1.6687787389791512e-20
E.nerolidol,0.405,5.297893899383846e-20
dihydroisocaryophyllene.epoxide,0.365,3.0901061794394883e-16
caryophyllene.alcohol,0.255,4.708125094512707e-08
neryl.isovalerate,0.38,1.3455433457331859e-17
spathulenol,0.3325,1.7100063804653984e-13
caryophyllene.oxide,0.2575,3.3188998738590866e-08
humulene.epoxide.II,0.415,5.172471424333824e-21
alloaromadendrene.epoxide,0.365,3.0901061794394883e-16
X1.10.di.epi.cubenol,0.31,9.333163655042091e-12
isopropyl.laurate,0.43,1.3971797968015688e-22
caryophylla.4.12..8.13..dien.5.alpha.ol,0.385,4.588358907046464e-18
gamma.eudesmol,0.2075,1.8452859828819583e-05
alpha.muurolol,0.4975,1.882405282687646e-30
X1.2.dihydro.8.hydroxy..2E..linalool,0.38,1.3455433457331859e-17
tau.cadinol,0.29,2.5402164120077263e-10
selin.11.en.4.alpha.ol,0.3075,1.4287974061378973e-11
alpha.eudesmol,0.285,5.593719176379822e-10
X14.hydroxy.9.epi..E..caryophyllene,0.3725,6.561871032713085e-17
tau.muurolol,0.485,6.845210352961305e-29
n.tetradecanol,0.35,6.176057267364492e-15
foeniculin,0.375,3.8845725475963675e-17
cadalene,0.3525,3.785111197453443e-15
X2.3.dihydro.farnesol,0.505,2.0656665919314487e-31
X2E.6Z.farnesal,0.2675,7.907546340659783e-09
caryophyllene.acetate,0.295,1.1368675236203857e-10
X14.hydroxy.alpha.humulene,0.4,1.6551869944948066e-19
X2Z.6E.farnesal,0.25,9.373679355591923e-08
X2Z.6Z.farnesol,0.3325,1.7100063804653984e-13
X2Z.6E.farnesol,0.37,1.104142253234075e-16
ambroxide,0.46,6.520765629420035e-26
benzyl.benzoate,0.295,1.1368675236203857e-10
X2E.6E.methyl.farnesoate,0.2775,1.7787704842767737e-09
ethyl.tetradecanoate,0.415,5.172471424333824e-21
X2.ethylhexylsalicylate,0.215,7.820358278708043e-06
isopropyl.tetradecanoate,0.34,4.214337327417989e-14
ethyl.pentadecanoate,0.335,1.0761614686706765e-13
methyl.hexadecanoate,0.4025,9.383029053607102e-20
Z.Z.geranyl.linalool,0.35,6.176057267364492e-15
ethyl.hexadecanoate,0.4875,3.365860681861523e-29
manool.oxide,0.295,1.1368675236203857e-10
X13.epi.manool.oxide,0.27,5.47530122256195e-09
isopropyl.hexadecanoate,0.2725,3.777560160336705e-09
manool,0.3925,8.871297583414431e-19
ethyl.octadecanoate,0.3825,7.872793294159981e-18
ethyl.pentanoate,0.51,4.6290512300500326e-32
X2.ethyl.3.methylpyrazine,0.635,4.817407112692775e-51
esters_sum,0.3,5.0141468449795066e-11
aroma_hops_sum,,
acids_sum,0.265,1.1379283602422221e-08
sulfur_sum,0.23,1.277990301106273e-06
