feature,ks_stat,p_value
alpha.phellandrene,0.525,4.667935951317562e-34
dehydroxy.cis.linalool.oxide,0.59,1.4271793480745871e-43
hexyl.acetate,0.685,2.71830686922548e-60
isopentyl.butanoate,0.7,2.802907618875752e-63
X2.ethyl.1.hexanol,0.705,2.684683759215793e-64
beta.phellandrene,0.575,3.0148588943828963e-41
limonene,0.84,4.629182406629739e-97
eucalyptol,0.57,1.7239809121288995e-40
benzyl.alcohol,0.735,1.1509479402487574e-70
ethyl.hex..2E..enoate,0.78,4.08075520108458e-81
phenylacetaldehyde,,
X.E..beta.ocimene,0.6875,8.78280415911689e-61
prenyl.isobutyrate,0.3,5.0141468449795066e-11
ethyl.furoate,0.7275,4.95762630682522e-69
ortho.cresol,0.2225,3.2116698514542253e-06
ethyl.5.methylhexanoate,0.3625,5.139629942141412e-16
X2.acetylpyrrole,0.3375,6.747181088266523e-14
isoamyl.lactate,0.5375,8.91220413231971e-36
n.octanol,0.44,1.1586535699306233e-23
cis.linalool.oxide,0.53,9.718181314115777e-35
meta.cymenene,0.775,6.757705169233303e-80
terpinolene,0.5175,4.745692814799091e-33
linalool,0.7475,1.8696852556154004e-73
nonan.2.ol,0.54,3.981156939946004e-36
n.nonanal,0.61,8.471823541862297e-47
X2.methyl.benzofuran,0.5225,1.0159216354079957e-33
heptyl.acetate,0.72,1.999265602903121e-67
X4.methyl.1.pentanol,0.2525,6.65506930385444e-08
neo.allo.ocimene,0.735,1.1509479402487574e-70
x.methyl.1.octanol,0.7625,6.484056702389649e-77
trans.dihydro.beta.terpineol,0.665,1.8211238507563508e-56
cis.beta.terpineol,0.67,2.089889016000124e-57
y.methyl.1.octanol,0.615,1.2534757390998926e-47
camphor,0.8125,1.9676396165765774e-89
isobutyl.hexanoate,0.375,3.8845725475963675e-17
nerol.oxide,0.5,9.052730306573787e-31
X.E..2.nonenal,0.92,2.019568343637951e-123
cis.dihydro.beta.terpineol,0.81,9.103498222529887e-89
X4.ethyl.phenol,0.41,1.6687787389791512e-20
isoborneol,0.5125,2.176441618319111e-32
ethyl.benzoate,0.45,8.989752509646755e-25
n.nonanol,0.38,1.3455433457331859e-17
terpinen.4.ol,0.325,6.707822936321859e-13
diethyl.succinate,0.6125,3.267577047349393e-47
vinyl.caprylate,0.4575,1.2645074638258938e-25
X1.alpha.terpineol,0.515,1.0186351259442479e-32
ethyl..E..linalool,0.4675,8.715851441599907e-27
ethyl.nicotinate,,
citronellol,0.6475,2.939121831249326e-53
nerol,0.34,4.214337327417989e-14
hydroxy.methyl.furfural,0.3075,1.4287974061378973e-11
E.ocimenone,0.285,5.593719176379822e-10
cumin.aldehyde,0.3275,4.2692017312252843e-13
ethyl.phenylacetate,0.23,1.277990301106273e-06
isopentyl.hexanoate,0.7,2.802907618875752e-63
geraniol,0.5675,4.091643386192516e-40
beta.cyclohomocitral,0.6225,6.847153106979843e-49
E.cinnamaldehyde,0.755,3.6104549893923376e-75
n.decanol,0.47,4.418291595499353e-27
neryl.formate,0.6525,3.669857000993226e-54
X4.ethyl.guaiacol,0.485,6.845210352961305e-29
X2.undecanone,0.755,3.6104549893923376e-75
trans.dihydro.alpha.terpinyl.acetate,0.4675,8.715851441599907e-27
terpinen.4.ol.acetate,0.6325,1.3129536852118503e-50
X2.undecanol,0.6675,6.188263587147177e-57
delta.terpinyl.acetate,0.38,1.3455433457331859e-17
X.E.E..2.4.decadienal,0.755,3.6104549893923376e-75
methyl.geranate,0.4725,2.230110088045613e-27
car.3.en.2.one,0.4525,4.695052729300754e-25
dimethoxy..E..citral,0.74,9.022364037177608e-72
X2.butyloctanoate,0.675,2.3395839594950903e-58
X4.methoxysalicylaldehyde,0.415,5.172471424333824e-21
ethyl.hydrocinnamate,0.29,2.5402164120077263e-10
eugenol,0.895,2.3035557187317125e-114
gamma.nonalactone,0.97,2.5952260550156345e-145
methyl.para.anisate,0.57,1.7239809121288995e-40
X.E..beta.damascenone,0.9625,1.476409840445099e-141
ethyl..9..decenoate,0.44,1.1586535699306233e-23
vanillin,0.445,3.254503288984146e-24
geosmin,0.54,3.981156939946004e-36
dodecanal,0.4675,8.715851441599907e-27
X4.8.alpha.epoxy.caryophyllane,0.735,1.1509479402487574e-70
E.caryophyllene,0.945,1.4856330202457423e-133
X.E..alpha.ionone,0.475,1.1207782114037702e-27
perillyl.acetate,0.35,6.176057267364492e-15
beta.humulene,0.73,1.4247853880211407e-69
X2.phenyl.ethyl.butyrate,0.4075,2.9793621192972874e-20
X.Z..beta.farnesene,0.625,2.569453332465178e-49
pentyl.octanoate,0.5575,1.2353721885733534e-38
X.E..beta.farnesene,0.68,2.5541441681987547e-59
X2.methylbutyl.octanoate,0.5125,2.176441618319111e-32
alpha.humulene,0.8725,6.581267755754618e-107
neryl.propanoate,0.3275,4.2692017312252843e-13
X9.epi..E..caryophyllene,0.495,3.8967715307051046e-30
ethyl..E..cinnamate,0.3225,1.0500119566085802e-12
linalool.isovalerate,0.735,1.1509479402487574e-70
alpha.terpinyl.isobutanoate,0.4925,8.030852946398541e-30
n.dodecanol,0.3675,1.8507127818953243e-16
germacrene.D,0.6725,7.014320908495451e-58
X.E..beta.ionone,0.5075,9.800781310234099e-32
valencene,0.7,2.802907618875752e-63
neryl.isobutanoate,0.7275,4.95762630682522e-69
E.methyl.isoeugenol,0.595,2.299380579097812e-44
X.Z..dihydro.apofarnesal,0.775,6.757705169233303e-80
butylated.hydroxytoluene,0.635,4.817407112692775e-51
X.E..dihydro.apofarnesal,0.59,1.4271793480745871e-43
Z.nerolidol,0.865,1.5141688615552423e-104
X.E..ortho.methoxy.cinnamaldehyde,0.745,6.859902108638216e-73
alpha.calacorene,0.29,2.5402164120077263e-10
E.nerolidol,0.4875,3.365860681861523e-29
dihydroisocaryophyllene.epoxide,0.3475,1.0038973940978993e-14
caryophyllene.alcohol,0.34,4.214337327417989e-14
neryl.isovalerate,0.645,8.244665821408877e-53
spathulenol,0.72,1.999265602903121e-67
caryophyllene.oxide,0.7325,4.064611288094179e-70
humulene.epoxide.II,0.68,2.5541441681987547e-59
alloaromadendrene.epoxide,0.6375,1.7575259490490623e-51
X1.10.di.epi.cubenol,0.595,2.299380579097812e-44
isopropyl.laurate,0.2625,1.631660725767663e-08
caryophylla.4.12..8.13..dien.5.alpha.ol,0.745,6.859902108638216e-73
gamma.eudesmol,0.5,9.052730306573787e-31
alpha.muurolol,0.8,3.770460285661491e-86
X1.2.dihydro.8.hydroxy..2E..linalool,0.69,2.8193424169970363e-61
tau.cadinol,0.59,1.4271793480745871e-43
selin.11.en.4.alpha.ol,0.515,1.0186351259442479e-32
alpha.eudesmol,0.645,8.244665821408877e-53
X14.hydroxy.9.epi..E..caryophyllene,0.7475,1.8696852556154004e-73
tau.muurolol,0.77,1.0807167694948064e-78
n.tetradecanol,0.765,1.6702601620320907e-77
foeniculin,0.62,1.8145566299225125e-48
cadalene,0.335,1.0761614686706765e-13
X2.3.dihydro.farnesol,0.5725,7.227566310950645e-41
X2E.6Z.farnesal,0.675,2.3395839594950903e-58
caryophyllene.acetate,0.545,7.831498013049587e-37
X14.hydroxy.alpha.humulene,0.655,1.285303835568177e-54
X2Z.6E.farnesal,0.59,1.4271793480745871e-43
X2Z.6Z.farnesol,0.63,3.558145161282821e-50
X2Z.6E.farnesol,0.645,8.244665821408877e-53
ambroxide,0.47,4.418291595499353e-27
benzyl.benzoate,0.45,8.989752509646755e-25
X2E.6E.methyl.farnesoate,0.67,2.089889016000124e-57
ethyl.tetradecanoate,0.6,3.6276992678929345e-45
X2.ethylhexylsalicylate,0.695,2.848643980818446e-62
isopropyl.tetradecanoate,0.725,1.7124516048369574e-68
ethyl.pentadecanoate,0.68,2.5541441681987547e-59
methyl.hexadecanoate,0.645,8.244665821408877e-53
Z.Z.geranyl.linalool,0.6225,6.847153106979843e-49
ethyl.hexadecanoate,0.775,6.757705169233303e-80
manool.oxide,0.4725,2.230110088045613e-27
X13.epi.manool.oxide,0.7025,8.70407015284446e-64
isopropyl.hexadecanoate,0.575,3.0148588943828963e-41
manool,0.5175,4.745692814799091e-33
ethyl.octadecanoate,0.5625,2.270603854108765e-39
ethyl.pentanoate,0.575,3.0148588943828963e-41
X2.ethyl.3.methylpyrazine,0.71,2.502180552311688e-65
esters_sum,0.4625,3.348313960584187e-26
aroma_hops_sum,,
acids_sum,0.55,1.5112657010182154e-37
sulfur_sum,0.465,1.7119792239056996e-26
