target,pc_index_1based_kept,pc_index_1based_full,eigenvalue,evr,coef,intercept,train_rmse,train_r2,test_rmse,test_r2
A_malt_all,137,137,0.0781993449662555,0.0003365908725820273,-0.028280253250582494,0.014852245645714295,0.6712254571922052,0.000138001601733162,0.8132676615236772,-0.01593042089260721
A_malt_all,138,138,0.07647388584471335,0.00032916403554681805,0.07276625663698935,0.01485224564571429,0.6709718241679548,0.0008934857889997261,0.8735882889995759,-0.17222388102720165
A_malt_all,139,139,0.07169666485591748,0.00030860160012194534,-0.024906497106760062,0.014852245645714293,0.6712388375254275,9.813833398575333e-05,0.8129080854670185,-0.015032257804303395
A_malt_all,140,140,0.06973319486804885,0.00030015030073074825,0.1541502312095948,0.01485224564571431,0.6700434663001708,0.003656304419614065,1.150320511595859,-1.0325193349785908
A_malt_all,141,141,0.06592910925723788,0.00028377649995694223,0.12848880263843684,0.014852245645714406,0.6704651893961365,0.0024017190102075814,1.7030070839924392,-3.454816986071892
A_malt_all,142,142,0.06277937688081028,0.00027021921032185497,-0.22215209138877648,0.014852245645714192,0.6689732755360566,0.006836475101452022,1.3739538817271124,-1.8996212159386765
A_malt_all,143,143,0.06161447341898254,0.00026520515460489694,0.1437969166412286,0.014852245645714251,0.6703275634788843,0.0028112295690814193,1.2974808505756112,-1.5858234620595906
A_malt_all,144,144,0.05890951078905843,0.0002535622727840733,-0.09167005730058754,0.014852245645714303,0.6709050509258065,0.0010923324744420704,1.6921107768519186,-3.397993071373536
A_malt_all,145,145,0.05839559224245817,0.00025135023006030225,-0.07141086610435463,0.0148522456457143,0.6710511987507158,0.000657087327625705,0.8253295877528811,-0.046289308014878294
A_malt_all,146,146,0.05309748635837221,0.00022854576688575791,0.021490335545291634,0.014852245645714296,0.6712536156921527,5.4109656684953045e-05,0.8979503086591262,-0.23851584204359266
A_malt_all,147,147,0.050993323175666634,0.0002194888863961903,-0.2630128519086681,0.014852245645714147,0.6686542110532472,0.0077836209735800965,0.8537197405041753,-0.11950904128875939
A_malt_all,148,148,0.048498988795105134,0.00020875260483236343,-0.011323201275444393,0.014852245645714302,0.6712671718068609,1.3720993587873487e-05,0.8255027297188707,-0.04672834616996524
A_malt_all,149,149,0.047843986858062536,0.00020593330150409103,0.1122956893071356,0.01485224564571428,0.6708248044173657,0.0013312755516765584,0.824154439578912,-0.04331190446066202
A_malt_all,150,150,0.04610350886314025,0.00019844181922539026,-0.08447644805560761,0.014852245645714232,0.6710280706837113,0.0007259717036328661,0.9296690059511644,-0.32755848440373936
A_malt_all,151,151,0.04404679481995624,0.00018958917250890253,0.08521119233827655,0.014852245645714164,0.6710348759938817,0.0007057030904755734,0.8917864218547599,-0.2215708736275006
A_malt_all,152,152,0.042752248545621555,0.00018401709949135805,-0.17665075071106084,0.014852245645714506,0.670283012908269,0.0029437732831718577,5.02521935163013,-37.7888590246255
A_malt_all,153,153,0.03823761601735484,0.00016458491495410614,-0.008579015477140002,0.014852245645714286,0.6712696928334592,6.209836042492256e-06,0.858828610580255,-0.13294797024723315
A_malt_all,154,154,0.037484871344509146,0.0001613449007778501,0.06173235678714546,0.014852245645714284,0.6711659738854737,0.0003152072246479509,1.250785968359081,-1.4030508403207973
